NRIC,recommended_page_1,predicted_time_spent_1,recommended_page_2,predicted_time_spent_2,recommended_page_3,predicted_time_spent_3
S6833032F,0,13.3211211726028,8,13.1065898060494,7,12.9036548937796
S6175536H,8,13.244968483879,4,10.7346585108758,7,10.3111296810686
S7879416P,2,10.6094421667457,5,10.2667189847623,0,9.75240493752972
S9669849W,8,14.1553940624674,0,12.2159814435002,4,11.7322960299705
S4091839H,3,14.068263570878,0,13.2669834711792,4,13.0363640261117
S5101383U,3,11.347538556683,2,10.5460342848817,7,10.5368489067018
S5013225C,0,10.8524593004113,3,10.7728350513226,8,10.4904479899965
S9795665P,5,10.2469752261295,2,9.44111246476133,6,9.31005951360169
S6887295X,8,13.7015893605374,1,11.4592581737928,4,11.344661233873
S6953134M,0,14.0105302401172,5,13.3833751190946,4,13.1344047668846
S7127296X,3,13.1565693231609,8,13.1267584622842,4,12.6106157126603
S7339205Y,0,12.1569286168253,6,12.0460247522346,4,11.3855144349163
S4624009B,7,10.866589928611,5,10.8244147965094,6,10.8100077736466
S6540367H,5,11.3373870408626,8,11.0881040797735,2,9.63892365044639
S5144746U,7,10.7540851505619,8,10.6817761874465,4,10.0647744078182
S5792618D,7,12.9812131473922,1,12.5343641117723,4,12.0089008407934
S7445772P,0,12.7097646126262,4,11.9684984008238,7,11.1334143914134
S4651438L,0,10.4773601089918,5,10.101593298694,8,10.0208380567199
S6806771E,8,13.0886010861138,0,12.5696814810162,7,12.5531911566062
S6063758V,8,14.3453107080087,7,13.4744729202286,3,13.2259629552804
S6851414K,8,11.0807511953605,4,10.1678518173957,0,10.0756908162627
S7467709K,3,14.7882971266514,7,14.3678322555288,2,14.2292760914237
S7771367M,3,11.8909685605474,8,11.6467509833013,7,11.3192910655181
S6060594N,7,14.4587861785466,4,13.8946764991481,3,13.654496676568
S5634083T,8,12.0366070972612,4,11.7688913792807,5,11.4622380337065
S6530793N,3,13.4248157168638,0,11.512387377095,2,11.5005644073026
S6563531A,3,12.3414175258699,0,12.2640348926596,2,11.9565739206024
S8201986D,0,11.9226829691579,8,11.765185235626,4,11.3961868003023
S7020274D,7,10.0949031460568,8,10.0514835753468,3,9.50048505442394
S7016450Z,3,11.3693057084556,7,11.0109323346377,8,10.8236567031259
S7034062K,8,10.9105514485824,1,10.7867144794036,3,10.6175707104049
S6401560X,0,14.1100269864583,3,12.9695772097785,7,12.286895927521
S5093317N,0,12.8758757528076,3,12.138550960143,4,11.6531184819898
S4559855U,7,12.0778089934185,2,11.4392669908616,8,11.0071743316552
S5541977U,3,12.0175638701621,0,11.3661041349317,7,10.363752476615
S7080238R,7,12.6353601095094,8,12.5965999047524,3,12.100730570075
S4548789Z,2,13.6572153591042,1,12.6084336974835,5,12.3075108639359
S4689106R,5,12.2825241153281,8,12.0809977533877,4,11.6267001588217
S6617950N,8,9.88399211280878,7,9.75318488913531,4,9.31508118008346
S5801553V,8,12.1117403661931,7,12.0001025002091,0,11.9733496103212
S8476046B,8,10.050393646765,7,9.71449482487752,5,8.96632150802792
S6880520N,8,12.7980093758524,7,11.8555495755362,5,11.7603377851567
S5081124G,3,12.9774265119148,0,12.4030066688704,8,11.9940343358428
S7329927O,1,11.3355977455259,8,10.3151967228982,0,9.76616421578651
S5560572K,8,11.3607858038828,7,10.3125032882613,0,10.1228259782491
S8954787X,8,10.131795179948,3,9.39348057132472,7,9.34356183267952
S8119074G,5,10.3562020938146,7,9.95984885547935,0,9.36329497549702
S5751038I,7,9.73527425548458,8,9.50743868366673,1,9.44310815215781
S8464454R,7,11.484654988492,8,11.0113738892717,3,10.2879113738532
S4856365X,7,12.6153286349286,8,11.8031764161416,0,11.6609835690375
S7999429C,0,14.3229296890555,8,13.8447602358683,4,12.545359765528
S7491253V,6,10.8741328229814,3,10.19587662847,7,10.0098597327747
S7040187A,7,14.1393522826481,3,12.3967475257508,0,11.5166828733281
S6099697J,7,12.6150018069214,3,10.6186829267876,1,10.1809809484529
S8703934Q,0,13.6543261372484,7,12.5898117106371,3,12.1249339957256
S4489739J,0,14.8929245894448,3,14.7526184315494,4,14.2536347960722
S7239364C,7,9.36527631659135,0,9.209188231854,5,8.39343327387858
S4834190B,4,9.39808709470084,7,9.09250771476368,3,8.88051517709817
S7117939C,8,12.2856432383961,7,11.1542894086875,3,10.0417514213226
S7299890W,8,16.1210588006548,0,14.9809164522403,7,13.2730596166451
S5767911K,1,11.6153723288887,3,11.1371843387063,7,10.8875579919638
S5011967M,0,14.6726917104899,8,12.8256294779867,2,12.6884167704213
S6208434U,8,11.1735086068273,4,10.466805949452,7,9.88196666411279
S9307142R,4,12.8906842479252,3,11.3513487911269,0,11.3318879635218
S4416611U,4,11.8455309071621,7,10.4511044958308,0,10.2560826877635
S8766812K,8,12.9851506106109,3,11.0868508734085,4,11.0316129463884
S8767910Z,8,11.4198025097335,4,10.000016347386,0,8.87583760106637
S4042324W,8,13.9659686393061,1,13.7933947972289,7,13.7213378920882
S5954577P,7,14.8603135050951,2,14.4561049975718,4,14.1713951412568
S7016135R,3,13.0113559040551,8,11.938861433001,7,11.0644092851238
S8502830T,7,13.4633434766979,8,12.1442125904422,5,11.1121943735906
S7266684Y,3,13.2409832136894,8,12.779082966025,4,11.7984036344036
S7311274R,8,13.7321866654804,7,12.8053931786689,0,12.3669272283249
S6683271A,7,13.7522604680227,8,13.3864511072729,1,13.0571525624927
S8800408J,5,11.6382584847608,8,11.528384709852,3,11.4519131631161
S7912060U,0,11.2008433823791,4,11.0867166496743,3,10.5973096298438
S5910970Z,4,13.0231724389407,8,12.3348464005374,5,12.1288206349043
S6067955T,7,14.3526716885577,4,14.282720208411,8,13.6175977978252
S6239344M,8,13.051477003195,4,12.4654292841953,7,11.9690241252727
S5076754J,4,14.5448051586777,0,13.3298510419358,8,12.8663115165228
S4832687C,7,11.7575678501745,6,10.660543742316,2,10.3325480642118
S9895589N,7,13.8983455300376,4,13.3730986928884,5,12.9949891045818
S9181281H,5,12.1653167761379,6,11.1073928314917,4,10.6696119450991
S9079784A,3,13.1428751231267,2,11.0978597095243,0,10.8880101631353
S8506126Q,8,11.2076859254863,7,9.20263913734578,5,9.18263164794901
S4883844T,5,12.2803867240918,7,12.2663345628323,0,10.5046805633029
S8177955O,5,11.0753228208767,4,11.0076332528204,1,10.0283203478909
S4053888Y,4,11.1199685205009,6,9.93377450464335,8,9.17601195678639
S7807999K,8,11.744014690791,4,11.2902739622234,2,10.9383263471613
S7423326V,4,11.1095900332486,8,9.63132217774091,3,9.40671254233801
S7025910R,8,14.2299585735941,3,12.1834468380696,4,11.8363976961565
S6261593F,4,13.0194782999723,8,12.4444232333495,2,11.4651033399796
S8628707L,8,14.8466786908198,4,12.1580290393572,1,12.1172906004744
S7029972Y,3,11.502563433002,7,10.4768209267932,0,10.1992997548628
S5661325I,8,10.0452268945758,4,9.26556777330337,1,9.19568964859649
S6137905Q,8,10.9163630682855,7,9.68970349231928,4,9.51515886615481
S8436743Q,7,13.4255555529546,8,11.7974759400175,3,11.4000737340456
S9012894L,5,9.34775037429007,2,9.20982619376805,3,9.07918239885835
S9127814H,8,9.66962867389708,2,9.60647924855725,0,9.37668423488284
S6004155J,4,11.7497752243902,7,11.7476990017332,8,11.3839719382263
S7024462R,3,15.2812401939767,4,14.9552713329629,8,14.3973058855736
S6492512J,3,10.4330225489132,2,9.49677291425555,8,9.40791204931167
S7472176O,2,13.8856066498853,7,13.5523708093672,6,13.3665063094918
S8072045L,7,12.2142281383245,5,11.3673269502709,3,11.3194261047034
S8923584M,0,10.824487278309,3,10.6473537068101,5,10.6442234134915
S7902554N,0,13.80744022681,7,12.8402725474385,8,12.7323514164367
S6454713B,7,9.23398420144754,1,9.16919748390587,3,9.08127607927885
S4070060Y,2,12.546891830426,8,11.3823739351519,4,11.0321765845482
S6645101W,0,14.1277659006711,7,12.8516627998859,8,11.5005768723167
S9790430W,4,13.6480963936316,1,12.8533028755499,5,12.0697446883577
S9867733P,8,8.54511231729341,7,8.29514078551178,5,8.13661673754645
S6353738C,0,13.7341135362376,4,13.3805355359986,7,13.3611384524774
S4461208L,4,13.3408621266106,5,12.607455385138,0,11.9556401225068
S5341117U,8,12.4144874525292,7,12.0963389988544,4,11.9634966126506
S6582531C,0,11.9082212596144,7,10.2224013007587,2,9.99472514191793
S4899347D,7,12.0901266807791,8,12.0116328003415,0,11.3353723106865
S8966146N,3,12.4408156199257,8,11.1349089499167,0,11.1026733535671
S6527631T,5,9.22903020731911,8,8.68215253749325,7,8.63658097813063
S8155090B,4,11.8110651477821,5,10.3089230922562,7,10.1758421229091
S8834527A,5,11.0969793005841,7,10.834125153742,8,10.6446175460225
S9827283Z,4,12.0683435973342,7,11.6150981718619,8,10.3084851783124
S9095196P,8,12.3095676523432,4,12.271319509928,5,12.2318105383411
S9491175T,8,12.2958219684779,3,11.8142629145737,1,11.3370761786886
S6102620R,8,10.5880018144977,5,9.97215978231439,7,9.72115905426084
S6744708J,0,11.893106178066,1,11.6495224455331,3,11.1207178312826
S5839226D,8,14.1183632856916,0,13.4975936215179,7,12.1550463324922
S5812755M,0,10.2972024175203,4,9.98048448198097,8,9.74505425503009
S7149337B,5,11.7163915179639,8,10.9427233048005,7,10.5857078509248
S9887967J,7,9.95035603312319,5,9.78138502909188,0,9.12176122549773
S6059203I,4,12.6730948267881,7,12.6710753399434,8,12.3337129146014
S6155040M,8,14.2423724207918,4,13.6721739699944,5,13.3574560248081
S7436069Y,7,9.89933422950273,3,9.77807678235872,4,9.61444079545076
S7919619J,0,12.4075650401014,4,11.9572185037025,3,11.2789373685577
S6428542B,3,11.4807008021955,0,10.5647179847248,2,9.77464613471393
S5329640P,5,10.8365476011234,1,9.83063639067304,4,9.77255805597818
S5714419B,3,13.5952080225423,8,12.831061689905,2,12.8296904538685
S6801498G,8,15.1132478265275,0,12.6597662552086,7,12.5243236119495
S7185347R,0,12.7869512495838,3,12.5977941811277,4,12.4013042564128
S6722970C,8,12.0309225865579,0,10.9501816188538,2,10.3826164843073
S8335692R,7,12.9162355421166,8,12.4955174492482,0,10.8923305204003
S9197310S,2,12.5432293436155,8,12.4476327771536,7,12.0585158574339
S7974424E,0,13.9978544365749,8,13.976612761778,4,12.7721077380194
S4998486D,0,14.0826829859242,8,13.9022314822922,4,12.2787183611992
S7413925E,7,12.9220915113656,5,12.5959085510487,4,12.5491064641847
S7281288Q,0,11.0450380440927,8,9.59544457864636,2,9.37819087471697
S8250487Z,8,10.787599920198,0,10.4444338915145,4,10.3538913243552
S7036469R,3,12.5007075902406,7,11.5469342813419,0,11.2869826222101
S6704330K,8,11.8509294015912,0,11.5974491539219,1,11.4051800702062
S7629921Y,8,14.2435202435421,7,12.6939752474177,6,11.88053469165
S5292361X,5,10.5226037587656,8,9.71362760640793,7,9.43071447106197
S7731595E,3,10.5761612349592,4,10.4624261118325,8,9.98227698846116
S4725784D,3,11.9093996455799,7,11.4197667165462,5,10.3960489039621
S6844365O,0,15.3036668046283,4,13.5805302980241,7,13.1745203813077
S9371523M,3,15.0585042530649,8,14.6519034940072,4,14.3281770295691
S8463015Y,8,13.4328286115929,7,10.245433159017,2,8.76392090664993
S6768039F,0,10.4029609096735,2,9.8005187325092,3,9.24336524703483
S7219148K,0,12.8636200977519,2,12.5941635455562,5,12.4057328075297
S6420515A,3,12.3698733542267,5,11.7225665863955,7,11.6356070672343
S9504868B,4,9.88020572939988,0,9.05856334183294,7,9.02260940277287
S6625007H,4,12.7058881065261,0,11.8168678700781,8,11.1026443811798
S8202035V,0,9.03402820400904,8,8.58437546450097,5,8.37165407948966
S4298422W,5,10.8867369870855,0,10.728799655398,8,10.4563262024721
S7010199Z,7,11.1457068711204,3,10.7244032783568,5,9.33717493382477
S7876669A,8,10.7328927354554,4,10.2631205770533,2,9.89427289373142
S7064414X,3,12.0720414081334,7,11.7558127148761,8,11.057041410215
S4806421F,5,13.2487549600041,4,11.8281294810996,7,10.7281621001174
S7854424O,5,12.5206875411651,8,10.3394664988212,4,10.1295537202014
S6365383Z,0,12.9934437562748,3,12.3024956882161,2,12.1047542580402
S6003920F,7,12.8616536334629,3,11.1886899869973,8,10.4768019498173
S5501550J,8,14.2380725043555,3,13.3577858441422,5,12.8413814548242
S6045748M,7,12.1241865436509,8,11.8770353632266,3,11.7399214172546
S8798536U,8,11.2990482495793,0,11.0337021902369,4,10.9216694775678
S7193269E,2,11.5235449780125,8,10.7179343250084,3,10.5804660021689
S6162112N,4,10.1955543904032,8,10.041738374118,7,9.57904340901331
S7339981Q,8,13.8976115114606,0,12.1584334127852,7,11.9467177157138
S7293162T,4,12.2431097983846,8,12.140655025643,0,10.0834367321615
S7167550H,3,14.4236346194783,5,13.2494911794287,7,12.893009246463
S9572553W,2,11.0868177095812,7,10.9393187307449,8,10.4416041007575
S8552909G,8,11.5814583103056,5,10.4522651182015,7,10.3544509653188
S6621689S,3,12.3519000858433,0,11.5508392735346,2,11.0990305022959
S5071839X,3,12.2192044299796,0,11.7237263860005,4,11.5842035113001
S4929128S,3,12.2869124174947,4,12.1674150165904,0,10.6530464208362
S8411049C,3,11.8529750906807,8,11.6327833731033,7,11.2658894342391
S6431527R,8,13.0036818066456,7,11.0977323913493,1,11.0351988899102
S8411278G,4,12.3735835746588,7,12.0065658362915,0,10.6589448977474
S7259132X,0,9.48463620602811,8,8.86145719019765,2,7.87523418429483
S9091286Y,4,11.1146070549357,5,10.9537325693662,8,10.862421528217
S9468573J,4,9.85563638126724,0,9.73716298995453,7,9.44529942084379
S7161987B,4,11.8415653631293,8,11.770722014734,3,11.6877254670889
S6719846V,0,9.29820790498989,3,9.2826085413253,8,8.84314300087332
S6843323Z,0,13.569041254443,5,13.3328850747926,1,12.5719189978125
S8956206D,3,13.9640899643188,8,11.3071128557062,7,9.44929911694232
S8555182F,8,12.7916889719657,3,11.4573371457159,5,11.2230637537036
S9785227Z,8,12.7329615795706,3,10.9190655591773,7,9.33566576317832
S5547937Y,0,14.2100595589143,8,13.3164317122956,7,13.0938827929766
S4182997U,1,12.5953309233802,2,11.177091682199,7,10.2705894214561
S7023948X,3,11.1587526712005,0,9.5118007898635,4,9.01375781839794
S6723680C,8,15.0924862440156,2,13.9961971755111,4,12.699475415574
S5076828U,3,12.630147081982,8,12.6126613757684,0,11.3656519471072
S4182317X,5,14.4389659097275,1,12.7894278923211,8,12.7023929292251
S6932393D,3,13.0820445970785,0,12.7129714166722,8,12.6859584901754
S6865242U,0,12.3305666378962,7,11.3507405984865,8,10.3735788981452
S7378727T,7,12.0496355751508,8,12.0157431474239,2,11.8898713965648
S8787943D,4,10.9609830834705,3,10.6215229151921,1,10.3813538324303
S6818883M,8,11.2708436213887,1,10.9206410417971,4,10.6506466629009
S4124613O,7,10.8998133319678,5,10.7815440420133,1,10.5819653325212
S9422203V,3,12.1665687158778,4,12.0344096168527,8,11.8972477883422
S4029633R,4,13.8680912043127,3,13.4009375599207,1,12.5232784073365
S9853972V,8,13.470154988764,7,13.2126523118771,6,13.1259741456071
S7249668I,8,9.55931375106711,0,9.00577901590431,6,7.73473444076277
S4990727O,8,10.3725174805932,4,10.0828799589108,0,9.86774367518898
S7388075A,5,12.0363240973617,0,11.5372746705585,8,10.8278990370151
S5901186Z,0,12.1438486075884,5,11.2323867753287,8,10.987407481153
S8016319K,8,12.3280265138282,4,11.4488407580347,0,10.9863131386625
S6793755H,8,14.1653125673536,0,13.1895398737258,5,12.6762623898379
S9177569W,4,12.3486411254867,2,11.980197435397,1,11.5868020715349
S7807075G,8,12.5100684730956,5,12.3611159872426,7,12.2247941059747
S8921934J,3,10.9554385815151,7,10.3446601256073,8,10.1117049945162
S6654080E,7,10.2843438735053,0,10.0879703268677,8,10.0725793630309
S6618411W,8,13.1953415188943,0,12.692792493655,7,12.6658685599583
S5329653X,8,15.1706581493959,4,14.032536100448,5,13.4687064312879
S6442687Q,3,9.98305451090942,8,9.51372920872055,7,9.17553308005079
S4237411B,8,12.0694272483383,4,11.728208934018,7,11.3921387046079
S6156514P,8,11.1775007841854,7,9.6270906754266,4,9.2607018063671
S6437991E,8,11.3193381859911,3,11.0450358067856,7,10.3536762604306
S7330628T,0,13.3444234428992,8,13.3135863064665,7,13.0633469768017
S4239000D,5,13.4854602089604,4,13.1339870346539,3,11.7074613992756
S4015806T,7,13.3774414962543,8,13.3578702277416,1,11.9372093233308
S7674411S,7,14.2169005958858,2,11.5564602807334,3,11.0055411806433
S8745901W,3,10.8817074330004,8,9.56703736836806,0,9.27735409645428
S5194119O,3,11.2884349245099,2,11.2278907002094,4,10.5001707036276
S7326149Z,8,12.9594490188811,0,11.3222348547226,7,10.2806335217616
S9606039I,8,14.3786804444891,4,12.3889605569647,0,12.0405729710761
S6694913H,0,14.3793139354555,5,14.0529965763422,2,13.8663787751135
S8385992D,7,10.6465402537147,0,9.74949472523587,4,9.7470585373218
S9565360G,5,12.7137134053791,3,12.2970746918582,7,11.949918486009
S4641165C,0,11.828541516552,7,11.7658745728373,2,11.7162084691319
S6920866N,8,15.7119461030593,5,15.2142524712109,0,14.5586160720337
S8654673R,8,12.8637488217417,5,11.0509672135322,7,11.0404037585649
S9362352O,4,15.1751442577395,8,14.9343657942036,5,13.6756874099854
S4652659D,5,10.6530121184263,8,10.5952156437077,0,10.3649966353456
S4094223O,5,14.0472982431832,2,13.4151540960349,8,13.1377130571658
S5270467T,7,13.8474040637251,0,13.5338569310163,6,13.0337976669637
S9814640E,4,10.2185236302412,3,8.45949347362301,7,8.15736865377534
S8634454V,7,13.5287092984199,8,12.8504357453563,5,12.6428187763277
S9058354O,5,9.58315996952963,8,9.52619891874414,4,8.74139463373459
S4102483E,1,12.825232126676,5,12.7265867816715,2,11.8135851974366
S4544988F,0,11.2990271899894,7,10.1463951923204,2,8.37330776561249
S4129817N,4,13.6441738933971,8,13.3716589316387,5,13.1933625415708
S4606390J,5,10.7251585835738,8,10.1573027307251,1,10.1332050443338
S6094021O,7,13.1062702936839,8,12.1942396398451,4,12.1709423673544
S5904910Y,4,13.1197094377355,8,12.9698304389245,0,12.8836459558659
S6489559U,7,14.3747477168218,3,13.8714999310607,1,12.9016113693381
S6909339A,0,10.0105583226627,3,9.17401451120705,2,8.7957613383879
S4045227L,1,12.3695229087537,3,11.7358175774504,4,11.620125183499
S9621107N,0,12.0075870154855,4,11.7366785138288,8,11.5657174304934
S7186274Y,7,13.1999245036306,8,11.6572067358291,4,10.5555166635242
S9427255W,3,12.4756169764957,0,12.4111260749735,4,12.3378073880811
S9350603M,3,10.3871324408153,7,10.0742135174305,8,9.97287901236907
S4630942F,0,11.5158121162814,7,11.4538930684355,8,11.3683874711451
S4148259T,1,11.0849105145853,7,10.081860059942,8,10.0647582462505
S9364989S,4,12.4330028520868,3,11.1675346696009,7,11.1491321884814
S8342535Q,8,10.1702668749828,5,9.51037236391155,0,8.46726411235689
S6698232X,3,9.38479775523532,8,9.36345559766303,7,8.8891647069097
S8297629F,4,12.8490035504775,6,12.5169278990074,0,11.8856617147916
S6543887J,8,10.3670038365005,3,9.90993606013769,5,9.8318356369901
S7982637O,0,11.5540928392433,6,10.8696115082624,7,10.6306525074993
S8977742X,0,11.6259524140604,8,11.5563995204905,2,11.1949454054809
S6751365E,8,13.8253216883787,2,13.4108207235549,0,12.465963058513
S9168625P,2,10.5150462142203,0,10.1048620260752,8,9.3898243062162
S7657625P,7,10.6313992681191,8,10.5828460272243,5,9.645955291595
S9336400D,8,10.6352071557621,4,10.0890499507106,7,9.94062494160985
S8716426O,4,11.7719902858654,8,11.6085361630183,7,11.5264019208296
S6424558R,7,10.0098985240015,3,9.68535828538977,0,9.43619956056054
S8136344Y,0,11.4798227640945,4,10.6651204330769,5,10.5252184533994
S5330532C,8,12.1420774479656,4,10.6770639984002,5,10.5339995002147
S5875950C,5,12.0971573872105,7,10.3263637245874,4,10.1204331251485
S5954438U,5,13.7919798569727,4,13.2978549372588,0,11.7706293479436
S9253288S,3,11.8855842173936,2,10.0365357079429,0,10.0233128570893
S8731756P,2,10.1571281180236,4,9.063132190275,3,8.75788001350421
S6382867N,0,13.5769039975906,7,13.0901344400676,2,13.0572782766746
S6300898D,8,14.0671209072608,0,13.204582446389,7,12.9465259280094
S9548724C,7,14.5734704212521,8,14.0891046663875,4,13.7547767476171
S5593444U,8,12.4668517947075,1,11.1759012518347,7,10.7466109207066
S8908055U,3,12.8794180677326,0,12.7431837901624,5,11.8896434778214
S7380513U,8,13.0870970910787,4,12.9418438840326,5,12.6609492550645
S6490205W,3,9.86197683705209,7,9.41888094481873,0,8.88210554640966
S7159266Y,8,11.2759976567734,4,11.0371858768483,5,10.2628822287982
S5458942P,7,13.3030449454599,8,11.2705572942619,4,10.0719644534593
S8080314X,3,13.086317618018,1,12.2978261014403,4,12.11299617782
S5032578K,8,10.3529933650947,4,10.3322211197426,3,9.20387642938158
S9695286H,0,12.9375553299201,4,12.0071685420561,7,11.8505206773783
S6015622D,4,13.4826704382726,2,13.2207495388458,8,13.0021737725418
S6611755E,2,11.1007509632864,5,10.6305028264086,7,10.5817983343956
S7216002G,8,12.4193880567379,0,12.0034810074211,2,11.9680634285357
S9469529F,8,13.3586612467414,4,11.988491759791,7,11.8882825603106
S8799954B,4,11.3564339535962,8,10.0979184318144,0,9.60970263067761
S9098927R,4,10.4218456485647,3,10.1323761779681,5,10.0522120316743
S6450704V,3,13.0580942480629,7,12.8264105522423,0,12.7248933986845
S5331581Z,4,10.6738870443433,8,10.0430286915392,5,9.79845660017125
S8017871B,8,9.04796438992863,4,8.47890909345657,7,8.06595849942849
S5572649Q,0,13.728005657873,8,13.3268824191261,3,12.8644736444365
S7678925P,7,12.0541956716105,8,9.29031213718373,4,8.95471881242353
S7221440G,8,12.9727225044968,0,11.119496368576,7,10.3845318964971
S4097618K,2,8.98293880779315,0,8.74669087131724,3,8.7185026212358
S7071584L,3,11.930772250026,8,11.2700784163014,7,11.2430407692959
S4564784H,2,10.7216791138211,5,10.6729951925009,7,10.3294259369143
S8002336R,4,10.8798095503415,3,9.93359777867902,7,9.10589184064392
S7174650J,4,13.1254938113519,3,12.2178516715992,0,11.7150553169797
S9544440L,2,12.7167730635645,3,12.4385228406144,4,10.5335796113378
S4860751B,7,12.5259039030529,0,11.5855948308232,5,10.7288704657161
S6790357D,8,13.2077505964764,3,12.758037099964,2,12.3480165498166
S6507187U,8,10.0082803569365,0,9.33562856736896,7,9.2710065722493
S4916611L,0,13.8855516943413,3,13.2040581015282,7,12.7831646307743
S8693476N,5,13.1607406581734,7,13.0471279915806,8,12.7868171860174
S4293188L,7,11.3618373356081,4,11.3187708088941,0,10.7428757508304
S6559862O,5,11.8871939214831,7,10.6478447498453,3,9.96865101812996
S6767702R,8,10.2724780154078,0,9.72125139836602,3,8.90331652317423
S4000736D,2,12.9709320331703,3,12.9423249444514,8,11.1073341079313
S9073543I,1,12.5212099162887,8,12.4668581270469,5,12.3919043740308
S5269732D,7,13.6000748345179,5,12.6320419454256,4,12.2609148822796
S6082148H,7,12.3318703787051,8,11.7849153812707,3,11.6721757099144
S9179130A,6,10.0620523657356,8,8.73648160990376,7,8.69185959540542
S5784632C,1,10.1353908609819,3,10.0495390577533,7,9.43954990628305
S6819846H,8,13.3920943858813,1,13.1269188615768,0,12.8772162078708
S9647667M,1,12.895190383828,8,12.6225669753789,4,12.3418105693276
S5231535U,5,11.3912285277261,8,11.1983500567409,7,10.754496047122
S5687545U,8,13.8616289285389,2,13.1100751928416,5,12.9626822399063
S5036868V,3,10.883619868771,0,10.3538138760488,4,10.2040910581484
S9245721S,2,12.6425063054701,3,12.166193799059,0,11.9998645488879
S5264068Y,5,13.5878312324028,8,12.7977006092267,7,12.5219750246011
S5274308Y,5,12.5514210057172,8,11.9256122845996,7,11.4641210839584
S8995266Y,3,13.9265758240143,0,12.8708889642539,4,11.698466282277
S8881061V,8,9.56644375636864,7,9.51318653812559,0,8.70722479385406
S9077553D,5,11.2143745940006,8,10.9887187359006,7,10.7956032650952
S8282523O,4,10.8801541546693,0,10.7243360909204,8,10.1422619012333
S4644859P,5,10.0123450739,8,9.95322894403142,0,9.71781110453968
S4603458O,8,12.334937101886,7,10.2641981385338,6,9.13167739568884
S6512790Z,8,12.1912832616672,0,11.0013255191926,7,10.7217857257377
S5652957U,2,10.4240699177228,8,10.3778951155567,3,10.2293579030027
S7218151J,8,11.6431665233859,0,11.3739733158892,4,11.0382600857082
S4217359U,5,13.028997320211,4,12.6101029826224,8,11.1481948138111
S5859773G,0,14.3985212937796,8,13.5297774493357,3,11.2343851601079
S4765448U,0,10.5072834802582,3,10.2253645613649,7,9.80528958292232
S5260079W,8,11.9762993041767,0,11.2085282905514,3,11.0877172969062
S4650885I,8,12.7625712769807,7,11.9964740726417,5,11.992573563113
S5007740L,4,11.0466304383392,3,10.7044787443195,2,9.21778830546224
S4361676O,3,12.1841617108843,8,11.4684696748644,0,11.3326837556103
S9454345D,4,10.944513009428,3,10.4286210639843,8,10.2804535963727
S5905141E,0,10.6028907358337,3,10.2478829384588,4,9.85261960791159
S6304709U,0,11.9367612473665,8,11.3506809642922,4,11.244342693004
S4562330A,5,13.3030225445208,7,12.331253345375,2,12.0414544290085
S8469934J,7,11.2791854870806,8,9.92390711678313,4,9.91649560602118
S4325976U,3,13.2459220918809,8,12.5551826753211,0,12.4224615365526
S5109393T,3,14.311975474639,7,13.1909439895157,4,12.7091037744153
S8554711W,8,11.6311961640099,7,10.5322691859537,3,9.39964083003719
S6436232S,7,10.6280654292317,3,10.1147882907633,0,8.99375946223987
S6344274K,8,10.9723952342625,2,10.9723136892678,7,10.8036530890051
S6171865U,8,11.8961803929085,4,11.3873585769136,3,10.9524455234638
S7477331P,3,10.5158104828489,4,9.82622465250313,7,9.46403057782795
S4159727G,7,12.9702368411957,1,12.9548983602055,5,12.8541616770112
S7179161V,8,14.7884233204077,2,13.6706131542705,3,12.5208507879392
S6516703E,0,11.0274041000803,3,9.3543799516006,5,7.83036772226592
S7295716Y,8,9.67760408024843,0,8.7470238485287,7,7.93664761729177
S6002181D,8,12.8667562196842,7,12.5725577218782,3,12.4034865568092
S7763865Q,4,12.0373121505197,7,11.5925079656633,8,10.739341389987
S4840185N,0,12.9827010158321,4,12.1353670814682,7,10.9016798298563
S5486035O,7,14.3065333807821,8,13.5227598081154,4,13.0104746962198
S7395918P,8,11.8157187806636,5,11.3723133126705,0,10.7740069953365
S5771671E,7,12.7226966138086,0,11.5205130209777,1,9.99626745076147
S8205278B,0,12.3457113265768,4,10.2907393336059,8,9.75314162803343
S6769029C,8,12.6978918727597,3,11.9103164391424,0,11.6504620951055
S6536774E,8,12.7963137605028,2,11.5234023827739,5,10.9455909062906
S9413548V,3,10.5647697308142,4,10.2569702147672,0,10.1652023421385
S4187076S,7,11.9350414918485,8,11.8335609542804,3,11.2204918185796
S9254908G,8,10.084122724307,0,9.96159867448018,3,9.90421829364641
S7220587V,0,10.570437250908,8,10.1742854923654,7,9.61162427058077
S7368411R,8,10.5541618977912,4,10.1356561333678,0,9.91501451378971
S7997553W,8,10.6962231645818,0,10.515736879216,3,9.50929016260753
S6228552O,8,10.608068616012,4,10.0150225470909,2,9.22334158900773
S8728392Z,8,11.1711187092733,4,10.8798579927698,0,10.5731692343971
S6999345A,0,13.9835428081612,3,13.4946763107742,2,12.757844442158
S6083108N,8,14.1640139789699,3,13.928022400801,4,13.0617408268785
S7221260V,8,12.4520534434289,0,12.423879599231,7,10.9437062212293
S4910801I,7,12.0336530794772,0,11.9199565333732,4,11.7490876513701
S7404731B,4,11.7961835803622,7,11.031679830986,3,10.7181387745947
S5342456T,8,10.482323041191,5,9.9719716054174,7,9.68015690163155
S8071400U,3,11.0314148303622,0,10.5090438286917,4,10.3287582241669
