NRIC,age,gender,job_industry,income
S5784613X,63,male,professional_services,6110
S5784632C,63,female,transportation_storage,3803
S5785799K,63,male,heal_social_services,6143
S5787651Z,63,female,arts_entertainment_recreation,3422
S5789280A,63,female,arts_entertainment_recreation,3422
S5791511J,63,female,construction,3803
S5791519Y,63,male,information_communications,6435
S5792048I,63,female,professional_services,5070
S5792373M,63,female,financial_insurance_services,6093
S5792618D,63,male,public_administration_education,6581
S5793873Q,63,female,construction,3803
S5794898C,63,female,professional_services,5070
S5795023J,63,male,arts_entertainment_recreation,3955
S5796425U,63,female,arts_entertainment_recreation,3422
S5796801Y,63,female,administrative_support_services,2583
S5797784U,63,female,information_communications,5070
S5801553V,62,female,administrative_support_services,2583
S5802114V,62,male,real_estate_services,4706
S5804275R,62,male,real_estate_services,4706
S5807587Z,62,female,manufacturing,3900
S5811380B,62,male,heal_social_services,6143
S5812094N,62,female,transportation_storage,3803
S5812755M,62,male,information_communications,6435
S5817261R,62,female,transportation_storage,3803
S5821063S,62,male,professional_services,6110
S5821793B,62,female,information_communications,5070
S5821856Z,62,female,arts_entertainment_recreation,3422
S5823543O,62,female,wholesale_retail_trade,3675
S5824126I,62,male,information_communications,6435
S5826057H,62,male,financial_insurance_services,7583
S5826063L,62,female,wholesale_retail_trade,3675
S5830686L,62,female,others,4377
S5833115K,62,male,others,4332
S5835858I,62,female,real_estate_services,4212
S5836732W,62,male,transportation_storage,3000
S5837701G,62,female,accommodation_food_services,2008
S5838180G,62,male,transportation_storage,3000
S5839206I,62,male,information_communications,6435
S5839226D,62,female,administrative_support_services,2583
S5840161J,62,male,accommodation_food_services,2560
S5841274T,62,female,information_communications,5070
S5842715E,62,male,real_estate_services,4706
S5843276O,62,male,information_communications,6435
S5844183P,62,female,financial_insurance_services,6093
S5846025G,62,male,financial_insurance_services,7583
S5848046M,62,female,accommodation_food_services,2008
S5848879C,62,male,information_communications,6435
S5849108K,62,male,heal_social_services,6143
S5849241X,62,male,wholesale_retail_trade,4505
S5849952A,62,male,transportation_storage,3000
S5852158J,62,female,wholesale_retail_trade,3675
S5852676E,62,female,arts_entertainment_recreation,3422
S5853636R,62,male,transportation_storage,3000
S5855222Q,62,male,information_communications,6435
S5856217G,62,female,others,4377
S5856596J,62,male,real_estate_services,4706
S5859337V,62,female,manufacturing,3900
S5859379T,62,male,manufacturing,5070
S5859699Y,62,female,real_estate_services,4212
S5859773G,62,male,transportation_storage,3000
S5860655D,62,male,public_administration_education,6581
S5861871P,62,female,manufacturing,3900
S5862054P,62,male,information_communications,6435
S5862974Q,62,female,financial_insurance_services,6093
S5864119D,62,male,accommodation_food_services,2560
S5865830E,62,female,real_estate_services,4212
S5866841C,62,male,others,4332
S5868441W,62,female,financial_insurance_services,6093
S5868818N,62,male,transportation_storage,3000
S5869436T,62,male,heal_social_services,6143
S5870502I,62,female,financial_insurance_services,6093
S5871210I,62,female,administrative_support_services,2583
S5873016N,62,male,professional_services,6110
S5875418W,62,female,accommodation_food_services,2008
S5875950C,62,female,heal_social_services,3803
S5880385N,62,male,public_administration_education,6581
S5881985V,62,female,financial_insurance_services,6093
S5883890K,62,female,arts_entertainment_recreation,3422
S5888338J,62,male,wholesale_retail_trade,4505
S5889179A,62,male,heal_social_services,6143
S5889944T,62,male,administrative_support_services,2535
S5890142Z,62,female,others,4377
S5890595L,62,male,information_communications,6435
S5891386D,62,male,heal_social_services,6143
S5892430A,62,female,arts_entertainment_recreation,3422
S5892793T,62,female,accommodation_food_services,2008
S5893291Z,62,female,real_estate_services,4212
S5897203E,62,female,wholesale_retail_trade,3675
S5897988E,62,female,public_administration_education,5485
S5899440S,62,female,others,4377
S5901186Z,61,female,professional_services,5070
S5904869C,61,female,information_communications,5070
S5904910Y,61,male,financial_insurance_services,7583
S5905026L,61,male,information_communications,6435
S5905141E,61,male,transportation_storage,3000
S5905657G,61,female,accommodation_food_services,2008
S5906273S,61,female,transportation_storage,3803
S5908525R,61,female,real_estate_services,4212
S5908981I,61,male,information_communications,6435
S5909328F,61,male,financial_insurance_services,7583
S5910092S,61,female,accommodation_food_services,2008
S5910970Z,61,male,information_communications,6435
S5911721N,61,male,accommodation_food_services,2560
S5911982C,61,male,others,4332
S5913783N,61,female,administrative_support_services,2583
S5917653H,61,male,financial_insurance_services,7583
S5919125E,61,male,real_estate_services,4706
S5921435A,61,female,manufacturing,3900
S5923608N,61,male,accommodation_food_services,2560
S5923712N,61,female,arts_entertainment_recreation,3422
S5924646B,61,male,heal_social_services,6143
S5931468V,61,female,administrative_support_services,2583
S5932772D,61,male,administrative_support_services,2535
S5932966R,61,male,construction,4241
S5933277S,61,female,financial_insurance_services,6093
S5933928Y,61,female,others,4377
S5935068B,61,male,accommodation_food_services,2560
S5935458K,61,male,others,4332
S5938386W,61,male,wholesale_retail_trade,4505
S5944141K,61,male,heal_social_services,6143
S5945090N,61,male,real_estate_services,4706
S5946253T,61,female,heal_social_services,3803
S5946746Z,61,female,wholesale_retail_trade,3675
S5948649G,61,female,manufacturing,3900
S5949087G,61,female,real_estate_services,4212
S5952467R,61,male,administrative_support_services,2535
S5954438U,61,male,arts_entertainment_recreation,3955
S5954577P,61,male,others,4332
S5956908T,61,female,real_estate_services,4212
S5956912J,61,female,public_administration_education,5485
S5957234V,61,male,public_administration_education,6581
S5957628V,61,female,financial_insurance_services,6093
S5958514Z,61,male,wholesale_retail_trade,4505
S5962140N,61,female,others,4377
S5967067S,61,male,transportation_storage,3000
S5967352G,61,male,real_estate_services,4706
S5970912N,61,female,administrative_support_services,2583
S5971154B,61,female,public_administration_education,5485
S5973251P,61,female,heal_social_services,3803
S5974050H,61,female,heal_social_services,3803
S5974452P,61,male,manufacturing,5070
S5975366S,61,female,others,4377
S5975994R,61,male,manufacturing,5070
S5976664P,61,male,accommodation_food_services,2560
S5977662L,61,male,heal_social_services,6143
S5980013S,61,male,manufacturing,5070
S5980712O,61,male,manufacturing,5070
S5982226C,61,female,transportation_storage,3803
S5982487F,61,female,others,4377
S5983699P,61,female,real_estate_services,4212
S5984340F,61,male,information_communications,6435
S5986900X,61,male,accommodation_food_services,2560
S5987521M,61,female,transportation_storage,3803
S5995837L,61,male,others,4332
S5995865C,61,male,administrative_support_services,2535
S5997838D,61,female,information_communications,5070
S5999416N,61,female,information_communications,5070
S6001128L,60,male,others,4332
S6001833A,60,male,construction,4241
S6002181D,60,male,professional_services,6110
S6003735J,60,female,professional_services,5070
S6003920F,60,male,others,4332
S6004155J,60,female,accommodation_food_services,2008
S6005258K,60,female,others,4377
S6005438J,60,male,heal_social_services,6143
S6006015E,60,female,real_estate_services,4212
S6010312P,60,male,others,4332
S6014970O,60,female,arts_entertainment_recreation,3422
S6015622D,60,female,manufacturing,3900
S6015805H,60,male,real_estate_services,4706
S6019870V,60,female,public_administration_education,5485
S6020009D,60,male,others,4332
S6023551G,60,male,arts_entertainment_recreation,3955
S6023947Y,60,male,information_communications,6435
S6024929B,60,female,accommodation_food_services,2008
S6025280T,60,female,financial_insurance_services,6093
S6025344L,60,male,information_communications,6435
S6025373D,60,female,information_communications,5070
S6025573G,60,male,information_communications,6435
S6028347Y,60,female,real_estate_services,4212
S6028547O,60,female,information_communications,5070
S6029676J,60,female,heal_social_services,3803
S6030942X,60,female,manufacturing,3900
S6031384W,60,male,information_communications,6435
S6031497E,60,female,administrative_support_services,2583
S6033478E,60,male,public_administration_education,6581
S6035419S,60,male,transportation_storage,3000
S6036222C,60,male,accommodation_food_services,2560
S6036860V,60,female,real_estate_services,4212
S6038633F,60,male,real_estate_services,4706
S6039155N,60,male,wholesale_retail_trade,4505
S6041015T,60,male,others,4332
S6042989T,60,female,manufacturing,3900
S6043469W,60,male,financial_insurance_services,7583
S6045748M,60,female,others,4377
S6045812V,60,female,professional_services,5070
S6046531I,60,male,real_estate_services,4706
S6046725Z,60,female,financial_insurance_services,6093
S6047363X,60,male,information_communications,6435
S6048942Y,60,male,real_estate_services,4706
S6052178M,60,female,real_estate_services,4212
S6053095K,60,male,accommodation_food_services,2560
S6055122R,60,female,heal_social_services,3803
S6059053K,60,male,manufacturing,5070
S6059203I,60,female,accommodation_food_services,2008
S6059397N,60,male,wholesale_retail_trade,4505
S6060594N,60,male,accommodation_food_services,2560
S6063129K,60,female,financial_insurance_services,6093
S6063758V,60,male,construction,4241
S6064676V,60,male,wholesale_retail_trade,4505
S6064752I,60,male,manufacturing,5070
S6065970E,60,male,heal_social_services,6143
S6067955T,60,female,public_administration_education,5485
S6073013Z,60,male,arts_entertainment_recreation,3955
S6073465A,60,male,real_estate_services,4706
S6073893Y,60,female,financial_insurance_services,6093
S6074780Q,60,male,others,4332
S6077108B,60,female,manufacturing,3900
S6077202K,60,female,professional_services,5070
S6082148H,60,female,professional_services,5070
S6083108N,60,male,financial_insurance_services,7583
S6083493I,60,female,manufacturing,3900
S6083815Q,60,female,administrative_support_services,2583
S6087195F,60,male,financial_insurance_services,7583
S6087469Y,60,female,transportation_storage,3803
S6087786J,60,male,real_estate_services,4706
S6089860L,60,male,manufacturing,5070
S6092384Q,60,female,public_administration_education,5485
S6093380R,60,male,construction,4241
S6093875S,60,female,public_administration_education,5485
S6094021O,60,male,financial_insurance_services,7583
S6095440N,60,male,administrative_support_services,2535
S6096026I,60,male,information_communications,6435
S6098592Y,60,male,public_administration_education,6581
S6098998V,60,male,professional_services,6110
S6099697J,60,male,others,4332
S6102389D,59,male,wholesale_retail_trade,4505
S6102620R,59,male,real_estate_services,4706
S6105106G,59,male,others,4332
S6105359X,59,female,professional_services,5070
S6107696U,59,female,wholesale_retail_trade,3675
S6108857J,59,male,wholesale_retail_trade,4505
S6111466E,59,male,construction,4241
S6112083N,59,male,information_communications,6435
S6112599V,59,female,administrative_support_services,2583
S6112634G,59,female,real_estate_services,4212
S6113222C,59,female,public_administration_education,5485
S6114024H,59,male,information_communications,6435
S6114241U,59,female,wholesale_retail_trade,3675
S6114452T,59,female,heal_social_services,3803
S6115361Q,59,female,administrative_support_services,2583
S6115453Z,59,male,construction,4241
S6115787D,59,female,others,4377
S6116013I,59,male,transportation_storage,3000
S6117891M,59,female,real_estate_services,4212
S6118844E,59,male,construction,4241
S6119640E,59,female,public_administration_education,5485
S6122012G,59,male,accommodation_food_services,2560
S6122214X,59,male,manufacturing,5070
S6122600O,59,male,arts_entertainment_recreation,3955
S6123479R,59,male,real_estate_services,4706
S6123816P,59,female,manufacturing,3900
S6124399X,59,male,others,4332
S6129398K,59,male,manufacturing,5070
S6129537C,59,female,heal_social_services,3803
S6129979P,59,female,construction,3803
S6132419X,59,male,accommodation_food_services,2560
S6133997Z,59,female,construction,3803
S6135031R,59,female,administrative_support_services,2583
S6137905Q,59,male,professional_services,6110
S6138343T,59,female,financial_insurance_services,6093
S6139112L,59,female,accommodation_food_services,2008
S6140010G,59,female,manufacturing,3900
S6141553R,59,male,real_estate_services,4706
S6143664C,59,male,manufacturing,5070
S6145150B,59,male,professional_services,6110
S6147323L,59,female,construction,3803
S6148448H,59,female,public_administration_education,5485
S6149131A,59,male,transportation_storage,3000
S6149268V,59,male,administrative_support_services,2535
S6150569N,59,male,information_communications,6435
S6152378C,59,female,wholesale_retail_trade,3675
S6155040M,59,male,financial_insurance_services,7583
S6155935B,59,female,information_communications,5070
S6156514P,59,female,administrative_support_services,2583
S6157472N,59,female,wholesale_retail_trade,3675
S6159879D,59,male,financial_insurance_services,7583
S6161503J,59,male,heal_social_services,6143
S6162112N,59,female,public_administration_education,5485
S6162508V,59,female,transportation_storage,3803
S6164801L,59,female,real_estate_services,4212
S6166350C,59,female,manufacturing,3900
S6167834Y,59,female,heal_social_services,3803
S6171865U,59,female,real_estate_services,4212
S6172290Y,59,male,manufacturing,5070
S6173860G,59,male,manufacturing,5070
S6174142O,59,male,others,4332
S6174504Z,59,female,arts_entertainment_recreation,3422
S6175536H,59,male,financial_insurance_services,7583
S6178826E,59,male,wholesale_retail_trade,4505
S6179275O,59,male,transportation_storage,3000
S6180721B,59,male,wholesale_retail_trade,4505
S6181171J,59,male,administrative_support_services,2535
S6181216O,59,male,professional_services,6110
S6181907Y,59,male,heal_social_services,6143
S6184357N,59,male,administrative_support_services,2535
S6185290J,59,male,wholesale_retail_trade,4505
S6185794L,59,female,arts_entertainment_recreation,3422
S6185996D,59,male,public_administration_education,6581
S6187876O,59,male,transportation_storage,3000
S6188378I,59,female,others,4377
S6189100D,59,female,public_administration_education,5485
S6194243I,59,male,information_communications,6435
S6194299M,59,male,administrative_support_services,2535
S6199390V,59,female,information_communications,5070
S6200759I,58,female,transportation_storage,3803
S6201046T,58,male,heal_social_services,6143
S6202480T,58,male,accommodation_food_services,2560
S6202695T,58,male,administrative_support_services,2535
S6202816G,58,male,administrative_support_services,2535
S6203047F,58,female,heal_social_services,3803
S6204475U,58,male,heal_social_services,6143
S6205103O,58,female,information_communications,5070
S6205537S,58,male,construction,4241
S6206472U,58,male,others,4332
S6206474X,58,male,heal_social_services,6143
S6208434U,58,male,professional_services,6110
S6212149N,58,male,administrative_support_services,2535
S6212303N,58,male,others,4332
S6214055B,58,female,construction,3803
S6214433S,58,male,heal_social_services,6143
S6216457M,58,male,professional_services,6110
S6217957Q,58,male,financial_insurance_services,7583
S6220346N,58,female,transportation_storage,3803
S6220791N,58,male,heal_social_services,6143
S6221316W,58,male,arts_entertainment_recreation,3955
S6222113J,58,male,others,4332
S6223617Y,58,female,transportation_storage,3803
S6227652R,58,female,real_estate_services,4212
S6228535V,58,female,heal_social_services,3803
S6228552O,58,female,information_communications,5070
S6232344U,58,female,transportation_storage,3803
S6232904Y,58,male,wholesale_retail_trade,4505
S6233005S,58,female,construction,3803
S6238727U,58,male,manufacturing,5070
S6239344M,58,male,professional_services,6110
S6240090C,58,female,arts_entertainment_recreation,3422
S6240756I,58,female,construction,3803
S6243448F,58,female,information_communications,5070
S6251448B,58,male,wholesale_retail_trade,4505
S6253244E,58,male,others,4332
S6253573E,58,female,financial_insurance_services,6093
S6253620I,58,female,transportation_storage,3803
S6254999L,58,male,accommodation_food_services,2560
S6255592K,58,male,administrative_support_services,2535
S6255912D,58,male,administrative_support_services,2535
S6256008Q,58,male,financial_insurance_services,7583
S6256619E,58,female,real_estate_services,4212
S6256704W,58,female,real_estate_services,4212
S6256987R,58,male,real_estate_services,4706
S6260998E,58,male,information_communications,6435
S6261225R,58,male,heal_social_services,6143
S6261593F,58,male,accommodation_food_services,2560
S6263443Z,58,male,heal_social_services,6143
S6264040J,58,male,manufacturing,5070
S6264530S,58,female,public_administration_education,5485
S6265723E,58,male,construction,4241
S6268008G,58,male,arts_entertainment_recreation,3955
S6268017Z,58,female,others,4377
S6268711C,58,male,public_administration_education,6581
S6269018Z,58,female,information_communications,5070
S6271015A,58,male,real_estate_services,4706
S6272653Y,58,male,financial_insurance_services,7583
S6275473K,58,female,professional_services,5070
S6277792Q,58,male,transportation_storage,3000
S6282121Q,58,female,information_communications,5070
S6282419N,58,female,arts_entertainment_recreation,3422
S6283120G,58,female,public_administration_education,5485
S6283364X,58,female,administrative_support_services,2583
S6286173O,58,female,professional_services,5070
S6286396N,58,female,information_communications,5070
S6288474L,58,male,heal_social_services,6143
S6288835L,58,male,construction,4241
S6289527X,58,male,transportation_storage,3000
S6290707E,58,male,public_administration_education,6581
S6299026J,58,male,public_administration_education,6581
S6300898D,57,male,administrative_support_services,2535
S6301093T,57,male,real_estate_services,4706
S6302216S,57,male,wholesale_retail_trade,4505
S6303250G,57,male,public_administration_education,6581
S6304248V,57,female,heal_social_services,3803
S6304449O,57,female,wholesale_retail_trade,3675
S6304709U,57,male,public_administration_education,6581
S6304805G,57,male,others,4332
S6305651I,57,male,public_administration_education,6581
S6310876G,57,male,wholesale_retail_trade,4505
S6311709D,57,male,construction,4241
S6312075B,57,male,administrative_support_services,2535
S6313521A,57,male,construction,4241
S6314032D,57,female,real_estate_services,4212
S6314511W,57,male,arts_entertainment_recreation,3955
S6314643Q,57,male,arts_entertainment_recreation,3955
S6317370M,57,male,heal_social_services,6143
S6319337R,57,female,heal_social_services,3803
S6319364B,57,male,information_communications,6435
S6320782Z,57,female,manufacturing,3900
S6321012J,57,female,others,4377
S6321073D,57,male,professional_services,6110
S6321313I,57,male,transportation_storage,3000
S6321696N,57,female,real_estate_services,4212
S6322621P,57,female,heal_social_services,3803
S6322710Z,57,female,information_communications,5070
S6323822S,57,female,construction,3803
S6326764N,57,female,arts_entertainment_recreation,3422
S6327463C,57,female,information_communications,5070
S6328030T,57,female,information_communications,5070
S6328470W,57,female,manufacturing,3900
S6328880H,57,male,transportation_storage,3000
S6331059O,57,female,public_administration_education,5485
S6332373A,57,male,wholesale_retail_trade,4505
S6334436D,57,female,professional_services,5070
S6335482S,57,male,public_administration_education,6581
S6337161K,57,male,administrative_support_services,2535
S6338508X,57,female,accommodation_food_services,2008
S6338632Z,57,female,information_communications,5070
S6339590W,57,female,transportation_storage,3803
S6340590L,57,female,financial_insurance_services,6093
S6341164C,57,female,financial_insurance_services,6093
S6341966H,57,male,wholesale_retail_trade,4505
S6342781M,57,male,others,4332
S6343868G,57,male,arts_entertainment_recreation,3955
S6344251D,57,male,others,4332
S6344274K,57,female,manufacturing,3900
S6345391J,57,female,construction,3803
S6345431W,57,male,financial_insurance_services,7583
S6345601X,57,female,professional_services,5070
S6345729T,57,female,financial_insurance_services,6093
S6349374Y,57,female,real_estate_services,4212
S6351173B,57,female,financial_insurance_services,6093
S6351449E,57,female,wholesale_retail_trade,3675
S6352721R,57,female,others,4377
S6353738C,57,female,accommodation_food_services,2008
S6358885A,57,male,heal_social_services,6143
S6359349Q,57,male,arts_entertainment_recreation,3955
S6360068P,57,male,heal_social_services,6143
S6362225C,57,female,administrative_support_services,2583
S6362549Q,57,female,transportation_storage,3803
S6362900F,57,female,others,4377
S6364960H,57,male,accommodation_food_services,2560
S6365383Z,57,female,arts_entertainment_recreation,3422
S6365579Z,57,female,public_administration_education,5485
S6371349B,57,female,construction,3803
S6373409H,57,male,construction,4241
S6374671H,57,male,arts_entertainment_recreation,3955
S6376505V,57,female,heal_social_services,3803
S6382867N,57,female,others,4377
S6383832A,57,female,heal_social_services,3803
S6385323J,57,male,professional_services,6110
S6386996L,57,male,heal_social_services,6143
S6388533L,57,female,professional_services,5070
S6389054F,57,female,manufacturing,3900
S6392823A,57,male,financial_insurance_services,7583
S6394001I,57,male,arts_entertainment_recreation,3955
S6394042J,57,male,transportation_storage,3000
S6398111Z,57,female,information_communications,5070
S6399039B,57,female,transportation_storage,3803
S6400832O,56,male,arts_entertainment_recreation,3955
S6401130K,56,female,others,4377
S6401132D,56,male,financial_insurance_services,7583
S6401347B,56,male,real_estate_services,4706
S6401454P,56,male,public_administration_education,6581
S6401560X,56,male,transportation_storage,3000
S6401597Y,56,female,heal_social_services,3803
S6402947P,56,female,others,4377
S6403986N,56,female,heal_social_services,3803
S6404120L,56,male,construction,4241
S6404765A,56,female,public_administration_education,5485
S6405177Y,56,female,construction,3803
S6405410S,56,male,accommodation_food_services,2560
S6405974Z,56,female,construction,3803
S6407192F,56,female,wholesale_retail_trade,3675
S6407251M,56,female,real_estate_services,4212
S6407556R,56,female,administrative_support_services,2583
S6407736U,56,male,information_communications,6435
S6407795L,56,female,information_communications,5070
S6408313U,56,male,wholesale_retail_trade,4505
S6408978U,56,male,professional_services,6110
S6409351R,56,male,transportation_storage,3000
S6409662G,56,male,heal_social_services,6143
S6409666A,56,female,manufacturing,3900
S6409685S,56,female,construction,3803
S6410417M,56,female,transportation_storage,3803
S6410662Z,56,male,manufacturing,5070
S6410890X,56,female,manufacturing,3900
S6412340H,56,male,heal_social_services,6143
S6413241F,56,male,professional_services,6110
S6413473E,56,female,real_estate_services,4212
S6413513L,56,female,professional_services,5070
S6413908X,56,male,information_communications,6435
S6414142M,56,male,arts_entertainment_recreation,3955
S6414215E,56,female,professional_services,5070
S6414798A,56,male,transportation_storage,3000
S6415158E,56,female,administrative_support_services,2583
S6415178C,56,female,others,4377
S6415470T,56,male,professional_services,6110
S6415836M,56,male,accommodation_food_services,2560
S6416538T,56,male,construction,4241
S6416935Q,56,male,others,4332
S6417013T,56,female,transportation_storage,3803
S6417602T,56,female,heal_social_services,3803
S6418748L,56,male,information_communications,6435
S6420515A,56,male,information_communications,6435
S6420604E,56,male,financial_insurance_services,7583
S6420831V,56,female,construction,3803
S6421077N,56,female,real_estate_services,4212
S6421131N,56,female,administrative_support_services,2583
S6421584O,56,female,arts_entertainment_recreation,3422
S6422389L,56,male,arts_entertainment_recreation,3955
S6422525C,56,female,real_estate_services,4212
S6422883N,56,male,others,4332
S6423745N,56,male,real_estate_services,4706
S6423812C,56,male,administrative_support_services,2535
S6423899H,56,male,wholesale_retail_trade,4505
S6424303F,56,female,real_estate_services,4212
S6424558R,56,female,public_administration_education,5485
S6425299S,56,female,administrative_support_services,2583
S6425477Q,56,male,professional_services,6110
S6425565K,56,male,wholesale_retail_trade,4505
S6426095B,56,female,real_estate_services,4212
S6426224M,56,female,professional_services,5070
S6426696E,56,male,heal_social_services,6143
S6426910L,56,female,accommodation_food_services,2008
S6427100I,56,male,heal_social_services,6143
S6427124K,56,male,others,4332
S6427211D,56,male,heal_social_services,6143
S6427254L,56,female,real_estate_services,4212
S6428066Y,56,male,financial_insurance_services,7583
S6428542B,56,female,arts_entertainment_recreation,3422
S6429267A,56,female,arts_entertainment_recreation,3422
S6429456I,56,female,administrative_support_services,2583
S6429915J,56,female,public_administration_education,5485
S6430442I,56,male,others,4332
S6430535V,56,female,information_communications,5070
S6430804S,56,male,construction,4241
S6431499X,56,male,professional_services,6110
S6431527R,56,female,wholesale_retail_trade,3675
S6433951H,56,female,administrative_support_services,2583
S6434114H,56,female,wholesale_retail_trade,3675
S6434507H,56,female,information_communications,5070
S6434515F,56,male,arts_entertainment_recreation,3955
S6434677U,56,male,arts_entertainment_recreation,3955
S6434813M,56,female,others,4377
S6435139X,56,female,manufacturing,3900
S6435218U,56,male,financial_insurance_services,7583
S6435715Y,56,male,accommodation_food_services,2560
S6436232S,56,male,heal_social_services,6143
S6437991E,56,female,others,4377
S6438780A,56,male,professional_services,6110
S6438797G,56,female,wholesale_retail_trade,3675
S6438876A,56,male,accommodation_food_services,2560
S6438881V,56,female,real_estate_services,4212
S6439190G,56,female,others,4377
S6440269M,56,female,information_communications,5070
S6440472V,56,male,administrative_support_services,2535
S6441256R,56,female,professional_services,5070
S6441316C,56,male,transportation_storage,3000
S6442075T,56,female,transportation_storage,3803
S6442137G,56,female,manufacturing,3900
S6442323R,56,female,transportation_storage,3803
S6442541J,56,female,financial_insurance_services,6093
S6442643B,56,female,others,4377
S6442687Q,56,male,construction,4241
S6443204Q,56,female,arts_entertainment_recreation,3422
S6443652R,56,male,transportation_storage,3000
S6443941C,56,female,public_administration_education,5485
S6444402K,56,male,wholesale_retail_trade,4505
S6444639Y,56,male,professional_services,6110
S6444659H,56,female,professional_services,5070
S6445144V,56,female,financial_insurance_services,6093
S6445311F,56,female,arts_entertainment_recreation,3422
S6445859Y,56,male,administrative_support_services,2535
S6446109I,56,female,construction,3803
S6446360Y,56,female,transportation_storage,3803
S6446750M,56,male,manufacturing,5070
S6446772P,56,female,professional_services,5070
S6446957F,56,female,information_communications,5070
S6447198U,56,female,heal_social_services,3803
S6447301F,56,female,professional_services,5070
S6447609K,56,male,wholesale_retail_trade,4505
S6447683X,56,female,public_administration_education,5485
S6447954E,56,female,information_communications,5070
S6448571N,56,male,others,4332
S6449416V,56,female,real_estate_services,4212
S6449940H,56,male,arts_entertainment_recreation,3955
S6450060L,56,male,real_estate_services,4706
S6450066W,56,female,manufacturing,3900
S6450430X,56,female,others,4377
S6450704V,56,male,financial_insurance_services,7583
S6450815T,56,female,transportation_storage,3803
S6451006I,56,male,accommodation_food_services,2560
S6451225J,56,male,construction,4241
S6452197D,56,female,real_estate_services,4212
S6452204S,56,male,professional_services,6110
S6452596V,56,female,administrative_support_services,2583
S6453216U,56,female,heal_social_services,3803
S6453674J,56,female,wholesale_retail_trade,3675
S6454339Z,56,male,administrative_support_services,2535
S6454713B,56,male,manufacturing,5070
S6455396N,56,female,arts_entertainment_recreation,3422
S6455429J,56,male,construction,4241
S6455621Y,56,female,others,4377
S6455737I,56,female,information_communications,5070
S6456018Z,56,female,public_administration_education,5485
S6456025T,56,male,administrative_support_services,2535
S6456198B,56,male,accommodation_food_services,2560
S6457436J,56,male,financial_insurance_services,7583
S6457454P,56,male,real_estate_services,4706
S6457592A,56,female,heal_social_services,3803
S6458348G,56,male,professional_services,6110
S6458830L,56,male,transportation_storage,3000
S6458881O,56,male,information_communications,6435
S6459021G,56,male,transportation_storage,3000
S6459227F,56,male,financial_insurance_services,7583
S6459614H,56,female,professional_services,5070
S6459730T,56,male,real_estate_services,4706
S6460724A,56,female,professional_services,5070
S6461390F,56,female,transportation_storage,3803
S6461431J,56,female,heal_social_services,3803
S6461452O,56,male,transportation_storage,3000
S6461538A,56,female,transportation_storage,3803
S6462201N,56,male,information_communications,6435
S6462817L,56,male,professional_services,6110
S6463879Y,56,female,accommodation_food_services,2008
S6464409W,56,female,manufacturing,3900
S6464809V,56,female,heal_social_services,3803
S6464977N,56,male,construction,4241
S6465396L,56,male,accommodation_food_services,2560
S6465497A,56,male,professional_services,6110
S6465548M,56,male,public_administration_education,6581
S6465921Y,56,female,manufacturing,3900
S6465928G,56,female,public_administration_education,5485
S6465970U,56,male,others,4332
S6466808O,56,female,professional_services,5070
S6466959O,56,male,others,4332
S6467187B,56,female,manufacturing,3900
S6467327K,56,male,transportation_storage,3000
S6468375Y,56,male,heal_social_services,6143
S6468414V,56,female,transportation_storage,3803
S6470714D,56,male,construction,4241
S6470827I,56,male,construction,4241
S6470879P,56,male,accommodation_food_services,2560
S6471143R,56,female,manufacturing,3900
S6471195B,56,male,professional_services,6110
S6471616R,56,male,wholesale_retail_trade,4505
S6472102V,56,female,professional_services,5070
S6472133A,56,female,arts_entertainment_recreation,3422
S6472362O,56,male,public_administration_education,6581
S6472462T,56,female,transportation_storage,3803
S6473332R,56,male,arts_entertainment_recreation,3955
S6474709I,56,male,financial_insurance_services,7583
S6474712U,56,male,public_administration_education,6581
S6474890A,56,female,financial_insurance_services,6093
S6474969U,56,male,professional_services,6110
S6475074R,56,male,manufacturing,5070
S6475552H,56,female,administrative_support_services,2583
S6475821O,56,female,construction,3803
S6476496J,56,male,arts_entertainment_recreation,3955
S6476705I,56,female,transportation_storage,3803
S6477247V,56,female,information_communications,5070
S6477402V,56,male,manufacturing,5070
S6477927U,56,female,manufacturing,3900
S6478487B,56,male,arts_entertainment_recreation,3955
S6478774H,56,female,others,4377
S6478970M,56,female,construction,3803
S6478988U,56,male,administrative_support_services,2535
S6479958M,56,female,heal_social_services,3803
S6480587G,56,male,construction,4241
S6481847V,56,female,others,4377
S6482177P,56,female,arts_entertainment_recreation,3422
S6483002F,56,female,financial_insurance_services,6093
S6483958T,56,female,others,4377
S6484102S,56,male,arts_entertainment_recreation,3955
S6485166R,56,male,real_estate_services,4706
S6485313Y,56,male,construction,4241
S6485567K,56,female,administrative_support_services,2583
S6485780R,56,male,administrative_support_services,2535
S6485876Q,56,female,others,4377
S6486772U,56,female,manufacturing,3900
S6487247U,56,male,accommodation_food_services,2560
S6487250V,56,female,professional_services,5070
S6487672H,56,male,construction,4241
S6488406H,56,female,accommodation_food_services,2008
S6488647Z,56,female,information_communications,5070
S6488990I,56,female,arts_entertainment_recreation,3422
S6489550C,56,female,financial_insurance_services,6093
S6489559U,56,male,heal_social_services,6143
S6489573P,56,male,professional_services,6110
S6490064L,56,female,professional_services,5070
S6490205W,56,female,accommodation_food_services,2008
S6490320W,56,female,others,4377
S6490497M,56,female,others,4377
S6491339N,56,female,public_administration_education,5485
